"Type","Path","Line","Text"
"Localhost","SETUP_GUIDE.md","262","$response = Invoke-WebRequest -Uri ""http://localhost:5001/health"" -UseBasicParsing"
"UrlWithPort","SETUP_GUIDE.md","262","$response = Invoke-WebRequest -Uri ""http://localhost:5001/health"" -UseBasicParsing"
"Localhost","SETUP_GUIDE.md","271","# http://localhost:5173"
"UrlWithPort","SETUP_GUIDE.md","271","# http://localhost:5173"
"Localhost","SETUP_GUIDE.md","284","1. Navigate to `http://localhost:5173/admin/login`"
"UrlWithPort","SETUP_GUIDE.md","284","1. Navigate to `http://localhost:5173/admin/login`"
"Localhost","SETUP_GUIDE.md","299","-Uri ""http://localhost:5001/api/admin/auth/login"" `"
"UrlWithPort","SETUP_GUIDE.md","299","-Uri ""http://localhost:5001/api/admin/auth/login"" `"
"Localhost","SETUP_GUIDE.md","316","1. Navigate to `http://localhost:5173/vendor/login`"
"UrlWithPort","SETUP_GUIDE.md","316","1. Navigate to `http://localhost:5173/vendor/login`"
"Localhost","SETUP_GUIDE.md","331","-Uri ""http://localhost:5001/api/vendor/auth/login"" `"
"UrlWithPort","SETUP_GUIDE.md","331","-Uri ""http://localhost:5001/api/vendor/auth/login"" `"
"Localhost","SETUP_GUIDE.md","349","- [ ] MySQL running on localhost:3306"
"PortSetting","SETUP_GUIDE.md","393","# Check what's using port 3306"
"PortSetting","SETUP_GUIDE.md","402","### "".NET API won't start - port 5000 in use"""
"PortSetting","SYSTEM_STATUS_CHECK.md","46","### Visitor API (.NET, Port 5000)"
"Localhost","SYSTEM_STATUS_CHECK.md","55","- [ ] Listens on http://localhost:5000"
"UrlWithPort","SYSTEM_STATUS_CHECK.md","55","- [ ] Listens on http://localhost:5000"
"Localhost","SYSTEM_STATUS_CHECK.md","79","- [x] Allows localhost:5173 ✓"
"Localhost","SYSTEM_STATUS_CHECK.md","80","- [x] Allows localhost:5174 ✓"
"Loopback","SYSTEM_STATUS_CHECK.md","81","- [x] Allows 127.0.0.1:5173 ✓"
"Loopback","SYSTEM_STATUS_CHECK.md","82","- [x] Allows 127.0.0.1:5174 ✓"
"PortSetting","SYSTEM_STATUS_CHECK.md","86","### Admin API (Node/Express, Port 5001)"
"Localhost","SYSTEM_STATUS_CHECK.md","95","- [ ] Listens on http://localhost:5001"
"UrlWithPort","SYSTEM_STATUS_CHECK.md","95","- [ ] Listens on http://localhost:5001"
"PortSetting","SYSTEM_STATUS_CHECK.md","126","### Client Build (React/Vite, Port 5173)"
"PortSetting","SYSTEM_STATUS_CHECK.md","134","- [ ] `npm run dev` starts on port 5173"
"PortSetting","SYSTEM_STATUS_CHECK.md","269","- [ ] Port assignments (5000, 5001, 5173) free"
"Localhost","TEST_PLAN.md","31","2. Connect to `localhost:3306` with user `root`, no password"
"Localhost","TEST_PLAN.md","143","Invoke-WebRequest -Uri ""http://localhost:5001/api/admin/auth/login"" -Method POST -Body $body -ContentType ""application/json"" | ConvertFrom-Json"
"UrlWithPort","TEST_PLAN.md","143","Invoke-WebRequest -Uri ""http://localhost:5001/api/admin/auth/login"" -Method POST -Body $body -ContentType ""application/json"" | ConvertFrom-Json"
"Localhost","TEST_PLAN.md","227","2. Navigate to http://localhost:5173/admin/login"
"UrlWithPort","TEST_PLAN.md","227","2. Navigate to http://localhost:5173/admin/login"
"Localhost","TEST_PLAN.md","292","1. Navigate to http://localhost:5173/admin/login"
"UrlWithPort","TEST_PLAN.md","292","1. Navigate to http://localhost:5173/admin/login"
"Localhost","TEST_PLAN.md","294","3. Verify redirect to http://localhost:5173/admin"
"UrlWithPort","TEST_PLAN.md","294","3. Verify redirect to http://localhost:5173/admin"
"Localhost","TEST_PLAN.md","311","2. Manually navigate to: http://localhost:5173/vendor/dashboard"
"UrlWithPort","TEST_PLAN.md","311","2. Manually navigate to: http://localhost:5173/vendor/dashboard"
"Localhost","TEST_PLAN.md","312","3. Should redirect to: http://localhost:5173/admin or show error"
"UrlWithPort","TEST_PLAN.md","312","3. Should redirect to: http://localhost:5173/admin or show error"
"Localhost","TEST_PLAN.md","519","1. Navigate to http://localhost:5173/vendor/login"
"UrlWithPort","TEST_PLAN.md","519","1. Navigate to http://localhost:5173/vendor/login"
"Localhost","TEST_PLAN.md","534","2. Try to navigate to http://localhost:5173/admin"
"UrlWithPort","TEST_PLAN.md","534","2. Try to navigate to http://localhost:5173/admin"
"Localhost","TEST_PLAN.md","676","1. Navigate to http://localhost:5173"
"UrlWithPort","TEST_PLAN.md","676","1. Navigate to http://localhost:5173"
"Localhost","TEST_PLAN.md","834","3. Should show registered service worker for localhost:5173"
"Localhost","TEST_PLAN.md","930","**Test URL:** `http://localhost:5000/health`"
"UrlWithPort","TEST_PLAN.md","930","**Test URL:** `http://localhost:5000/health`"
"Localhost","TEST_PLAN.md","945","**Test URL:** `http://localhost:5001/health`"
"UrlWithPort","TEST_PLAN.md","945","**Test URL:** `http://localhost:5001/health`"
"Localhost","TEST_PLAN.md","959","**Test URL:** `http://localhost:5000/api/pois`"
"UrlWithPort","TEST_PLAN.md","959","**Test URL:** `http://localhost:5000/api/pois`"
"Localhost","VTA_COMPLETION_CHECKLIST.md","60","| C01 | Backend | API health check: GET `/health` | PASS | Both APIs have /health endpoint | Already done | ✅ | curl http://localhost:5000/health |"
"UrlWithPort","VTA_COMPLETION_CHECKLIST.md","60","| C01 | Backend | API health check: GET `/health` | PASS | Both APIs have /health endpoint | Already done | ✅ | curl http://localhost:5000/health |"
"Localhost","VTA_COMPLETION_CHECKLIST.md","216","| J03 | UX | Không còn hardcode localhost sai port | FAIL | API URLs need validation | Check all API calls | ❌ | Search for hardcoded URLs |"
